Field=Fitted~String~Fitted~100|Field=Designator~String~Designator~136|Field=Quantity~Integer~Quantity~50|Field=OPI_VID~String~OPI_VID~78|Field=Description~String~Description~217|Field=Manufacturer~String~Manufacturer~142|Field=Manufacturer Part Number~String~Manufacturer Part Number~185|Field=Footprint~String~Footprint~117|Field=Comment~String~Comment~161|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~CableNodeRevF.PrjPcb|ReportField=ProjectFullPath~N:\LloydJ\CableNodeRevF\CableNodeRevF.PrjPcb|ReportField=Title~Bill of Materials For Variant [Base Variant to Contract Manufacturer] of Project [CableNodeRevF.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~123|ReportField=ReportTime~8:22:17 AM|ReportField=ReportDate~17/12/2014|ReportField=ReportDateTime~17/12/2014 8:22:17 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~Base Variant to Contract Manufacturer|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=ApprovedBy~|ReportField=Author~JDV|ReportField=CheckedBy~|ReportField=CompanyName~OPIsystems Inc|ReportField=CurrentDate~17/12/2014|ReportField=CurrentTime~8:19:04 AM|ReportField=Date~20 Nov 2013|ReportField=DocumentFullPathAndName~N:\LloydJ\CableNodeRevF\CableNodeRevF.SchDoc|ReportField=DocumentName~CableNodeRevF.SchDoc|ReportField=DocumentNumber~20130211|ReportField=DrawnBy~JDV|ReportField=Engineer~JDV|ReportField=ImagePath~|ReportField=ModifiedDate~17/12/2014|ReportField=Organization~OPIsystems Inc|ReportField=PageSetup~Record=PageOptions|CenterHorizontal=True|CenterVertical=True|PrintScale=0.54|XCorrection=1.00|YCorrection=1.00|PrintKind=0|BorderSize=5000000|LeftOffset=0|BottomOffset=0|Orientation=2|PaperLength=4318|PaperWidth=2794|Scale=100|PaperSource=7|PrintQuality=600|MediaType=1|DitherType=10|PaperKind=11x17|PrintScaleMode=1|ReportField=ProjectName~CableNodeRevF.PrjPcb|ReportField=Revision~Rev F|ReportField=Rule~|ReportField=SheetNumber~1|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~Cable Node|ReportField=DataSourceFileName~CableNodeRevF.PrjPcb|ReportField=DataSourceFullPath~N:\LloydJ\CableNodeRevF\CableNodeRevF.PrjPcb
Fitted|R17|1|101382|RES 51.1 OHM 1/2W 1% 1210 SMD|Panasonic Electronic Components|ERJ-14NF51R1U|RC3225X07N|51R1
Fitted|R18|1|101380|RES 24 OHM 1W 5% 2512 SMD|TTI Inc.|CRCW251224R0JNEG|RES2512|24R
Fitted|R19, R67|2|101335|RES 100K OHM 1/10W 5% 0603 SMD|Panasonic Electronic Components|ERJ-3GEYJ104V|RC0603|100K
Fitted|R21, R32|2|101340|RES 22.0 OHM 1/4W 1% 1206 SMD|Yageo|RC1206FR-0722RL|RC1206|22R
Fitted|R22, R29, R42, R43|4|101341|RES 12.0 OHM 1/4W 1% 1206 SMD|Yageo|RC1206FR-0712RL|RC1206|12R
Fitted|R25, R26, R30, R33, R62|5|101077|RES 1.0K OHM 1/10W 5% 0603 SMD|Panasonic Electronic Components|ERJ-3GEYJ102V|rc0603|1K
Fitted|R27, R28, R40, R41, R47, R60, R66|7|101402|RES 100 OHM 1/10W 5% 0603 SMD|Panasonic Electronic Components|ERJ-3GEYJ101V|RC0603|100R
Fitted|R35, R36|2|101342|RES 1.00M OHM 1/10W 1% 0603 SMD|Panasonic Electronic Components|ERJ-3EKF1004V|rc0603|1M0
Fitted|R37, R65|2|101343|RES 715K OHM 1/10W 1% 0603 SMD|Panasonic Electronic Components|ERJ-3EKF7153V|RC0603|715K
Fitted|R38|1|101344|RES 432K OHM 1/10W 1% 0603 SMD|Panasonic Electronic Components|ERJ-3EKF4323V|RC0603|432K
Fitted|R39|1|101386|RES 330 OHM 1/8W 5% 0805 SMD|KOA Speer Electronics|RK73B2ATTD331J|RC0805|330R
Fitted|R45|1|101463|RES 12 OHM 1W 5% 2512|Stackpole Electronics Inc|RPC2512JT12R0|RES2512|12R
Fitted|R54|1|101487|RES 2K OHM 1/10W 1% 0603 SMD|Panasonic Electronic Components|ERJ-3EKF2001V|RC0603|2K0
Fitted|R55, R56, R57, R68|4|101175|RES 4.7K OHM 1/10W 5% 0603 SMD|Panasonic - ECG|ERJ-3GEYJ472V|RC0603|4k7
Fitted|R58|1|101538|RES 200K OHM 1/10W 5% 0603 SMD|Panasonic Electronic Components|ERJ-3GEYJ204V|RC0603|200K
Fitted|R64|1|101535|RES 3M65 OHM 1/10W 1% 0603 SMD|Samsung|RC1608F3654CS|RC0603|3M65
